Gene,GCA_000145035,GCA_000420965,GCA_000420985,GCA_000423985,GCA_000424405,GCA_000424425,GCA_000424465,GCA_000424565,GCA_000621465,GCA_000622085,GCA_000686065,GCA_000686965,GCA_001858005,GCA_003175155,GCA_900101605,GCA_900110805,GCA_900111185,GCA_900115735,GCA_900129945,GCA_900143205
gpsA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
sipT_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1678,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1679,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1685,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
xpt,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_169,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1
group_1694,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1696,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
asnA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_17,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pbuO,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1712,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rpsA_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1717,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1724,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1725,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1729,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1730,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1731,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
sufC,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
nusB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yteP_9,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1747,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1749,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1750,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yteR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1766,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1767,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
asnS,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yfdH,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
ispG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
uppS,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
chrA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rffG,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
sufU,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rfbA,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_1797,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ndhA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hycG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pgcA_2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_1800,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hycE,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ugd,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1806,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
purR_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rhaS_8,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
iscS_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1829,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ecfA1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_1830,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_184,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0
group_1841,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yhdN,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dfrD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_185,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
purF_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1853,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
punA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_1859,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fucA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rpoD,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_188,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
pyrH,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_190,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_191,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_192,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_193,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
thrH,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_197,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_198,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_199,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_1999,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rpoZ,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
yscN,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
rpsB,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
ced1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
tsf,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
ndhK,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_205,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
gyrA_1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_207,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_208,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
recA,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
dmdA,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_214,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_215,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
lepA,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_219,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_221,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_223,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_224,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
rfbF,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
gmd,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_229,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_230,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_231,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_2318,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
dnaJ,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
lysS,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
metG,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_241,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_242,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
pflB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rsfS,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
srrA_2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_249,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dgkA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mntP,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_253,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_254,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rny,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rpmC,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
rpsE,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_26,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_26151,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_263,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hup_1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_267,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dbpA_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
speE_1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_272,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pyrC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_280,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mreB_2,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1
group_297,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rhaB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pdxK,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
carB_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pgsA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rimO,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ywqC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3030,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gmk_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
remA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3033,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rqcH,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
trpS,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3036,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_304,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3041,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hup_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3043,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
deoC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gltA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rnfB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rnfD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
cheR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ispH,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3051,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3054,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3055,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
lacR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
lacC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ptsH,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ptsI,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3061,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
aroQ,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
oppF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
oppD_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gsiD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gsiC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
nrdR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ftsZ,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
murD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3071,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ychF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
wecE,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
wbgU_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3094,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
apbC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
DmdB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3097,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ilvC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ilvH_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_310,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3100,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ilvB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
atpG_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
atpA_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
atpE_3,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
atpB_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3107,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3113,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
metAA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ligA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rluF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ohrR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ctpE,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
minE,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3121,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3122,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
cheB_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ylxH,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3126,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fliM,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3128,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
xynB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
flgC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
flgB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3134,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
leuB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3136,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ilvG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
aes,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
argH,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
asd,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3143,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
trxA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3145,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3146,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mntR,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3149,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3152,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3155,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3156,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_316,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3160,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
serA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3162,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rex1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3168,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3169,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3170,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fusA_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
aroA1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
queA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
lexA_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_319,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mccB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mccA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
metK_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
sdhB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_320,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3204,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3207,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3208,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3209,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_321,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gyrB_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3211,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rsmD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hisG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
hisD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3220,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3222,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
obg,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3224,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3228,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3229,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
thiG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3240,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
abfA_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
trpB_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
trpD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gyrA_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_326,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gyrB_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
recF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ybcJ,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dnaN,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dnaA_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rnpA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yidD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
mnmG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
rsmG,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
soj,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
parB,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3271,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
serS,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3273,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3275,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fabZ,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fabF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fabG_1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pehX,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
fabD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3281,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
accA,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
accD,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3284,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3285,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
gpx1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dinG_4,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
araQ_6,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3292,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yutF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ygcP,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3297,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yqiK,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
nudF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_33,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3303,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3304,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3306,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pepF1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3308,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
dppC,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3311,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
yteP_3,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3313,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
ddh,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3320,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
glnA_2,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3322,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3330,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3332,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
group_3333,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
pyrF,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
