genome,species,sample,group,abundance,rank
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017763,ACVD,7.58E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017764,ACVD,0.000521618,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017765,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017766,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017767,ACVD,0.001311918,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017768,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017769,ACVD,5.45E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017770,ACVD,0.006249116,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017771,ACVD,0.000936629,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017772,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017773,ACVD,0.007834835,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017774,ACVD,0.000724217,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017775,ACVD,0.000579461,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017776,ACVD,0.00127588,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017777,ACVD,0.000255843,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017778,ACVD,2.44E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017779,ACVD,0.000593046,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017780,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017781,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017782,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017783,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017784,ACVD,2.09E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017785,ACVD,8.76E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017786,ACVD,0.007239289,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017788,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017789,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017790,ACVD,0.003560748,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017791,ACVD,3.83E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017792,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017793,ACVD,0.000122133,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017794,ACVD,0.000425634,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017795,ACVD,0.001131523,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017796,ACVD,0.001212189,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017797,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017798,ACVD,0.000221437,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017799,ACVD,0.000146172,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017800,ACVD,0.000253267,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017801,ACVD,0.000761495,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017802,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017803,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017804,ACVD,0.003722436,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017805,ACVD,0.004031031,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017806,ACVD,4.26E-05,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017807,ACVD,0.001267524,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017808,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017809,ACVD,0,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017810,ACVD,0.000517967,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017813,ACVD,0.006150323,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017814,ACVD,0.010369782,1
AM21-18,Ruminococcus_B gnavus AM21-18,ERR2017815,ACVD,0.000977216,1
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017411,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017412,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017413,control,9.43E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017414,control,5.15E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017415,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017416,control,0.003280862,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017417,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017418,control,0.00011488,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017419,control,2.89E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017420,control,6.33E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017421,control,0.005674069,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017422,control,0.000375688,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017423,control,2.58E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017424,control,0.000229478,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017426,control,1.86E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017427,control,8.43E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017428,control,0.001060167,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017429,control,0.000140937,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017430,control,9.53E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017431,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017432,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017433,control,1.38E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017434,control,0.001176374,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017435,control,0.000163403,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017436,control,0.000129258,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017437,control,0.002449277,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017438,control,1.92E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017439,control,0.000312493,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017440,control,1.17E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017441,control,9.23E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017442,control,0.000157474,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017443,control,6.23E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017444,control,0.000176006,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017445,control,4.46E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017446,control,4.78E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017447,control,0.000131027,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017448,control,0.000598033,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017449,control,0.000106223,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017450,control,1.27E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017451,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017452,control,3.35E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017453,control,1.37E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017454,control,9.10E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017455,control,3.98E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017456,control,1.41E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017457,control,0.000666478,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017458,control,8.34E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017459,control,3.22E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017460,control,2.25E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017461,control,0.001396865,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017462,control,0.000115109,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017463,control,7.37E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017464,control,2.18E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017465,control,2.39E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017466,control,0.000566017,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017467,control,0.000850929,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017468,control,0.00110316,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017469,control,0.000203916,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017470,control,0.002990362,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017471,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017472,control,0.000134204,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017473,control,6.71E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017474,control,1.34E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017475,control,7.52E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017476,control,0.000170401,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017477,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017478,control,4.94E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017479,control,4.17E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017481,control,2.30E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017482,control,4.40E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017483,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017484,control,0.000218963,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017485,control,0.000255055,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017486,control,8.38E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017487,control,0.000110746,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017489,control,5.70E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017490,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017491,control,0.000492057,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017494,control,0.000107782,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017495,control,8.60E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017499,control,0.004165547,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017500,control,0.000289399,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017503,control,9.76E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017504,control,0.001372711,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017506,control,0.0002337,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017507,control,2.45E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017508,control,1.82E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017510,control,0.001077264,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017512,control,0.000462338,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017513,control,0.000145606,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017514,control,9.32E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017515,control,3.80E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017516,control,4.85E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017517,control,6.10E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017518,control,0.000140922,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017519,control,3.27E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017520,control,2.96E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017521,control,0.004253418,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017522,control,0.001116242,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017523,control,0.000237031,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017524,control,3.92E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017525,control,5.82E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017526,control,0.000154831,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017527,control,7.82E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017528,control,0.000853352,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017529,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017530,control,0.000185545,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017531,control,0.001535176,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017532,control,0.000282942,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017533,control,0.00074226,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017534,control,2.30E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017535,control,0.000233763,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017536,control,0.010360646,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017537,control,0.000950767,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017538,control,0.000604006,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017539,control,0.000100574,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017540,control,0.00013628,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017541,control,0.00021562,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017542,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017543,control,7.00E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017544,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017545,control,3.93E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017546,control,1.54E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017547,control,5.79E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017548,control,0.000421585,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017549,control,2.48E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017550,control,5.26E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017551,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017552,control,0.000105242,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017553,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017554,control,3.78E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017555,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017556,control,6.39E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017557,control,8.83E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017558,control,4.66E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017559,control,0.000674431,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017560,control,2.34E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017561,control,4.39E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017562,control,9.00E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017563,control,1.20E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017564,control,9.91E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017565,control,0.000161466,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017566,control,7.12E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017567,control,6.65E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017568,control,8.93E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017569,control,6.05E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017570,control,0.00051511,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017571,control,3.78E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017572,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017573,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017574,control,2.48E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017575,control,0.000291104,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017576,control,0.00072521,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017577,control,0.000703328,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017578,control,2.31E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017579,control,0.001065276,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017580,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017581,control,4.06E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017584,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017586,control,0.001639881,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017587,control,9.73E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017588,control,1.90E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017589,control,0.00053411,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017590,control,0.000813621,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017591,control,6.35E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017592,control,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017593,control,3.06E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017594,control,5.37E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017595,control,2.76E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017596,control,6.20E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017597,control,7.92E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017598,ACVD,0.000410121,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017599,ACVD,1.40E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017600,ACVD,0.001025866,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017601,ACVD,0.000198651,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017602,ACVD,0.000154596,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017603,ACVD,0.002507571,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017604,ACVD,0.000344201,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017605,ACVD,0.000515595,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017606,ACVD,0.030640438,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017607,ACVD,0.010315847,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017608,ACVD,2.35E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017609,ACVD,0.000192939,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017610,ACVD,7.26E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017611,ACVD,0.00037593,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017612,ACVD,0.00012302,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017613,ACVD,6.32E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017614,ACVD,0.000116239,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017615,ACVD,0.000143326,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017616,ACVD,0.001538763,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017617,ACVD,0.000321564,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017618,ACVD,1.46E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017619,ACVD,0.006814347,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017620,ACVD,0.000130846,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017621,ACVD,0.000198623,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017622,ACVD,0.000557022,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017623,ACVD,2.41E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017624,ACVD,9.01E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017625,ACVD,0.001206021,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017626,ACVD,0.011078865,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017627,ACVD,0.001122944,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017628,ACVD,0.000938593,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017629,ACVD,0.002695404,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017630,ACVD,0.005632763,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017631,ACVD,9.99E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017632,ACVD,0.002848514,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017633,ACVD,0.006984727,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017634,ACVD,9.71E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017635,ACVD,0.002013366,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017636,ACVD,0.024014823,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017637,ACVD,0.000638164,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017638,ACVD,0.000135019,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017639,ACVD,0.00561946,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017640,ACVD,0.00014637,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017641,ACVD,0.003528645,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017642,ACVD,0.000146948,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017643,ACVD,0.000166052,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017644,ACVD,0.000485324,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017645,ACVD,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017646,ACVD,0.000121613,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017647,ACVD,0.002315194,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017648,ACVD,0.000127614,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017649,ACVD,1.13E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017650,ACVD,0.024191516,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017651,ACVD,0.000509952,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017652,ACVD,0.004919386,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017653,ACVD,0.000323046,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017654,ACVD,0.000181151,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017655,ACVD,0.006746961,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017656,ACVD,0.000441125,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017657,ACVD,0.000141182,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017658,ACVD,4.15E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017659,ACVD,0.002656689,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017660,ACVD,0.000120156,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017661,ACVD,0.000202335,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017662,ACVD,6.00E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017663,ACVD,0.000643383,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017664,ACVD,0.003661938,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017665,ACVD,3.46E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017666,ACVD,0.002098914,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017667,ACVD,2.23E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017668,ACVD,6.27E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017669,ACVD,0.000189274,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017670,ACVD,0.001316261,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017671,ACVD,7.32E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017672,ACVD,0.001209222,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017673,ACVD,0.000725907,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017674,ACVD,1.47E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017675,ACVD,0.001042833,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017676,ACVD,0.000193337,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017677,ACVD,0.009725175,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017678,ACVD,0.000198384,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017679,ACVD,0.000754032,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017680,ACVD,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017681,ACVD,1.62E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017682,ACVD,7.87E-06,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017683,ACVD,0,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017684,ACVD,0.000181225,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017685,ACVD,2.29E-05,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017686,ACVD,0.003063243,2
GCA_009881235,Blautia_A wexlerae GCA_009881235,ERR2017687,ACVD,0.000104099,2
