Pairs,ANI,16S,group,Pairs,cluster
AM50-15BH+21,81.8083,95.249,N,AM50-15BH.fna,2
AM54-14NS+21,81.7015,95.855,N,AM54-14NS.fna,2
AM54-7NE+21,82.7427,96.242,N,AM54-7NE.fna,33
AM62-4ACA+21,81.7798,96.429,N,AM62-4ACA.fna,74
AM64-3MHA+21,81.8333,94.574,N,AM64-3MHA.fna,73
AM67-5ACA+21,81.5649,96.445,N,AM67-5ACA.fna,73
AM73-4pH9A+21,82.0193,96.437,N,AM73-4pH9A.fna,98
AM75-20pH9TA+21,81.2842,95.487,N,AM75-20pH9TA.fna,378
AM97-05+21,80.7769,95.249,N,AM97-05.fna,345
AM97-23+21,80.7466,95.667,N,AM97-23.fna,74
AM97-71+21,81.7628,96.044,N,AM97-71.fna,74
LG100-20+21,81.1757,95.817,N,LG100-20.fna,74
OF02-6+21,82.199,96.078,N,OF02-6.fna,74
OF03-14+21,83.7877,96.203,N,OF03-14.fna,33
OF03-6AA+21,81.6644,96.29,N,OF03-6AA.fna,73
OF15-11BHA+21,81.5859,96.066,N,OF15-11BHA.fna,345
OF24-11pH9A+21,81.6446,96.44,N,OF24-11pH9A.fna,327
OF30-10pH10A+21,81.3143,95.645,N,OF30-10pH10A.fna,345
OM02-16LB+21,81.769,95.012,N,OM02-16LB.fna,2
OM03-6+21,83.1776,96.774,N,OM03-6.fna,33
OM05-7+21,81.8123,95.17,N,OM05-7.fna,2
OM06-11AA+21,83.1832,96.203,N,OM06-11AA.fna,33
OM07-19+21,82.9783,96.044,N,OM07-19.fna,72
OM08-7+21,81.1171,95.329,N,OM08-7.fna,345
OM08-9BH+21,81.7968,96.416,N,OM08-9BH.fna,73
OM14-6A+21,83.8654,96.041,N,OM14-6A.fna,248
TF09-10AC+21,82.2131,96.437,N,TF09-10AC.fna,33
TF11-2AC+21,82.1454,95.408,N,TF11-2AC.fna,2
TM09-13AC+21,82.0364,96.44,N,TM09-13AC.fna,33
TM09-4+21,81.9048,95.17,N,TM09-4.fna,2
TM10-9AT+21,80.8608,95.329,N,TM10-9AT.fna,345
AF21-42+21,80.9914,95.918,N,AF21-42.fna,245
1095771.3+21,81.524,96.2,N,1095771.3.fna,1
11861_6_57+21,82.1279,95.341,N,11861_6_57.fna,2
11861_6_58+21,97.129,99.64,A,11861_6_58.fna,3
12718_7_36+21,79.6889,95.778,N,12718_7_36.fna,15
12718_7_63+21,79.727,95.778,N,12718_7_63.fna,15
13414_6_65+21,81.745,96.361,N,13414_6_65.fna,33
13414_6_66+21,81.4928,96.203,N,13414_6_66.fna,34
14207_7_33+21,97.0893,99.849,A,14207_7_33.fna,3
18048_1_59+21,81.5545,97.021,N,18048_1_59.fna,2
18048_1_72+21,82.8631,96.358,N,18048_1_72.fna,33
18048_2_59+21,81.6252,96.596,N,18048_2_59.fna,2
18048_2_72+21,82.7721,97.136,N,18048_2_72.fna,33
18048_2_88+21,81.5885,95.817,N,18048_2_88.fna,57
18391_1_1+21,82.212,94.397,N,18391_1_1.fna,2
20287_6_28+21,86.139,98.361,N,20287_6_28.fna,59
20287_6_32+21,82.4318,96.282,N,20287_6_32.fna,33
20287_6_36+21,82.6112,96.519,N,20287_6_36.fna,33
20287_6_41+21,82.6269,95.893,N,20287_6_41.fna,33
20287_6_48+21,86.0286,98.361,N,20287_6_48.fna,59
20287_6_49+21,82.7879,95.893,N,20287_6_49.fna,33
20287_6_55+21,86.0233,97.15,N,20287_6_55.fna,59
20287_6_56+21,82.5424,96.282,N,20287_6_56.fna,33
20287_6_62+21,86.0006,97.15,N,20287_6_62.fna,59
20287_6_72+21,97.2838,99.849,A,20287_6_72.fna,3
20287_6_76+21,82.6236,96.6,N,20287_6_76.fna,33
20287_6_91+21,79.847,95.778,N,20287_6_91.fna,15
20298_3_81+21,79.6245,95.778,N,20298_3_81.fna,15
20427_4_28+21,79.7966,95.778,N,20427_4_28.fna,15
21673_4_19+21,81.7081,95.962,N,21673_4_19.fna,72
21673_4_31+21,82.6551,96.361,N,21673_4_31.fna,33
21673_4_38+21,81.2123,95.869,N,21673_4_38.fna,73
21673_4_53+21,82.0434,95.172,N,21673_4_53.fna,74
21673_4_60+21,82.4294,96.282,N,21673_4_60.fna,34
21673_4_81+21,97.1587,99.683,A,21673_4_81.fna,3
457412.4+21,81.318,95.329,N,457412.4.fna,2
657323.3+21,81.9874,96.757,N,657323.3.fna,74
GCA_000153905+21,83.1603,96.361,N,GCA_000153905.fna,33
GCA_000210015+21,82.0081,96.469,N,GCA_000210015.fna,98
GCA_000466565+21,80.6085,96.259,N,GCA_000466565.fna,74
GCA_001404455+21,81.1151,95.6,N,GCA_001404455.fna,2
GCA_001404535+21,82.5158,97.15,N,GCA_001404535.fna,33
GCA_001404735+21,81.7693,95.781,N,GCA_001404735.fna,2
GCA_001404755+21,82.8997,95.951,N,GCA_001404755.fna,2
GCA_001404775+21,81.9678,96.77,N,GCA_001404775.fna,2
GCA_001405215+21,82.8865,96.361,N,GCA_001405215.fna,33
GCA_001405455+21,82.7771,95.513,N,GCA_001405455.fna,2
GCA_001487165+21,82.0314,96.206,N,GCA_001487165.fna,74
GCA_003324155+21,81.9962,96.285,N,GCA_003324155.fna,74
GCA_004167315+21,80.8441,96.077,N,GCA_004167315.fna,74
GCA_004167815+21,81.7396,96.516,N,GCA_004167815.fna,33
GCA_005844445+21,79.3036,95.415,N,GCA_005844445.fna,15
GCA_005845175+21,82.1034,96.516,N,GCA_005845175.fna,33
GCA_005848555+21,81.6243,95.81,N,GCA_005848555.fna,74
GCA_009707925+21,83.005,96.897,N,GCA_009707925.fna,245
GCA_009876855+21,80.8093,96.203,N,GCA_009876855.fna,74
GCA_009876865+21,81.9199,95.249,N,GCA_009876865.fna,2
GCA_009876875+21,80.8555,96.266,N,GCA_009876875.fna,74
GCA_009876885+21,80.792,96.077,N,GCA_009876885.fna,74
GCA_009876905+21,80.7349,96.077,N,GCA_009876905.fna,74
GCA_009881235+21,81.581,95.329,N,GCA_009881235.fna,2
GCA_009881255+21,81.49,95.329,N,GCA_009881255.fna,2
GCA_009881295+21,81.5209,95.329,N,GCA_009881295.fna,2
GCA_009881335+21,81.5375,95.329,N,GCA_009881335.fna,2
GCA_009881345+21,81.6251,95.17,N,GCA_009881345.fna,2
GCA_009881365+21,81.5988,95.329,N,GCA_009881365.fna,2
GCA_009881395+21,81.31,95.991,N,GCA_009881395.fna,2
GCA_009881405+21,81.2099,96.445,N,GCA_009881405.fna,2
GCA_009881425+21,81.906,95.329,N,GCA_009881425.fna,2
GCA_009881435+21,81.5793,95.329,N,GCA_009881435.fna,2
GCA_009881475+21,81.9376,95.17,N,GCA_009881475.fna,2
GCA_009881535+21,81.7993,95.17,N,GCA_009881535.fna,2
GCA_009882995+21,81.855,95.091,N,GCA_009882995.fna,2
GCA_009883035+21,81.8385,95.17,N,GCA_009883035.fna,2
GCA_009883045+21,81.72,95.804,N,GCA_009883045.fna,2
GCA_009883055+21,81.9294,96.12,N,GCA_009883055.fna,248
GCA_009883065+21,81.7269,96.516,N,GCA_009883065.fna,33
GCA_009883115+21,81.945,95.17,N,GCA_009883115.fna,2
GCA_013299555+21,81.4154,95.513,N,GCA_013299555.fna,2
GCA_013299585+21,83.4167,96.361,N,GCA_013299585.fna,33
GCA_013299815+21,81.8824,95.408,N,GCA_013299815.fna,2
GCA_013299975+21,81.5703,95.408,N,GCA_013299975.fna,2
GCA_013299995+21,81.3779,95.249,N,GCA_013299995.fna,2
GCA_013300045+21,81.2787,95.012,N,GCA_013300045.fna,2
GCA_013300155+21,97.504,99.195,A,GCA_013300155.fna,3
GCA_013300455+21,81.4296,95.513,N,GCA_013300455.fna,2
GCA_013300825+21,82.1614,95.6,N,GCA_013300825.fna,258
GCA_013300845+21,97.0615,99.725,A,GCA_013300845.fna,3
GCA_013300855+21,82.2729,95.6,N,GCA_013300855.fna,258
GCA_013301625+21,82.112,95.408,N,GCA_013301625.fna,2
GCA_013301645+21,82.1289,96.959,N,GCA_013301645.fna,2
GCA_013301655+21,81.315,96.38,N,GCA_013301655.fna,2
GCA_013301675+21,82.1227,96.875,N,GCA_013301675.fna,2
GCA_013301695+21,81.9556,95.408,N,GCA_013301695.fna,2
GCA_013301725+21,81.8527,95.408,N,GCA_013301725.fna,2
GCA_013301745+21,81.7432,95.976,N,GCA_013301745.fna,2
GCA_013301765+21,82.0347,95.408,N,GCA_013301765.fna,2
GCA_013301775+21,81.8788,95.408,N,GCA_013301775.fna,2
GCA_013301805+21,81.4003,95.889,N,GCA_013301805.fna,74
GCA_013301825+21,82.0221,95.408,N,GCA_013301825.fna,2
GCA_013301845+21,81.4758,95.408,N,GCA_013301845.fna,2
GCA_013301855+21,81.9814,95.408,N,GCA_013301855.fna,2
GCA_013301875+21,80.9803,96.38,N,GCA_013301875.fna,2
GCA_013301885+21,81.0944,96.38,N,GCA_013301885.fna,2
GCA_013301925+21,81.5155,95.408,N,GCA_013301925.fna,2
GCA_013301935+21,81.4443,95.513,N,GCA_013301935.fna,2
GCA_013301945+21,81.0399,96.252,N,GCA_013301945.fna,2
GCA_013301975+21,81.4604,96.058,N,GCA_013301975.fna,1
GCA_013301985+21,82.1859,95.487,N,GCA_013301985.fna,2
GCA_013302025+21,81.1996,95.72,N,GCA_013302025.fna,2
GCA_013302035+21,81.4398,95.408,N,GCA_013302035.fna,2
GCA_013302045+21,81.4607,96.833,N,GCA_013302045.fna,2
GCA_013302085+21,81.1251,95.329,N,GCA_013302085.fna,2
GCA_013302095+21,81.5341,95.487,N,GCA_013302095.fna,2
GCA_013302125+21,81.9439,96.531,N,GCA_013302125.fna,2
GCA_013302135+21,81.5225,96.833,N,GCA_013302135.fna,2
GCA_013302195+21,82.626,96.361,N,GCA_013302195.fna,33
GCA_013302215+21,82.5817,96.361,N,GCA_013302215.fna,33
GCA_013302245+21,81.2898,95.886,N,GCA_013302245.fna,72
GCA_013302255+21,82.8812,96.044,N,GCA_013302255.fna,72
GCA_013302285+21,82.0961,96.818,N,GCA_013302285.fna,74
GCA_013302295+21,81.2204,95.896,N,GCA_013302295.fna,259
GCA_013302305+21,81.0297,97.191,N,GCA_013302305.fna,74
GCA_013302345+21,97.1367,99.842,A,GCA_013302345.fna,3
GCA_013302375+21,97.0153,99.92,A,GCA_013302375.fna,3
GCA_013302405+21,79.8097,94.933,N,GCA_013302405.fna,15
GCA_013302415+21,97.2402,100,A,GCA_013302415.fna,3
GCA_013304315+21,82.15,96.516,N,GCA_013304315.fna,33
GCA_013304385+21,82.0276,95.731,N,GCA_013304385.fna,260
GCA_013304405+21,81.279,95.329,N,GCA_013304405.fna,2
GCA_013304415+21,82.2349,96.658,N,GCA_013304415.fna,74
GCA_013304465+21,82.6504,96.044,N,GCA_013304465.fna,248
GCA_013304475+21,97.0562,100,A,GCA_013304475.fna,3
GCA_013304525+21,83.0543,96.516,N,GCA_013304525.fna,33
GCA_013304535+21,81.8126,95.951,N,GCA_013304535.fna,2
GCA_013304625+21,81.2917,96.531,N,GCA_013304625.fna,2
GCA_013304685+21,81.4389,94.846,N,GCA_013304685.fna,2
GCA_013304735+21,82.6289,95.975,N,GCA_013304735.fna,57
GCA_013304785+21,81.5954,96.531,N,GCA_013304785.fna,2
GCA_013304825+21,81.1631,96.08,N,GCA_013304825.fna,259
GCA_013304845+21,82.3368,96.08,N,GCA_013304845.fna,259
GCA_013304855+21,81.7975,96.531,N,GCA_013304855.fna,2
GCA_013304875+21,82.2168,96.08,N,GCA_013304875.fna,259
GCA_013304885+21,82.2451,96.408,N,GCA_013304885.fna,259
GCA_013304925+21,81.2402,96.08,N,GCA_013304925.fna,259
GCA_013304935+21,82.2658,96.08,N,GCA_013304935.fna,259
GCA_013304975+21,81.1297,95.968,N,GCA_013304975.fna,74
GCA_013305005+21,82.0491,96.285,N,GCA_013305005.fna,74
GCA_013305025+21,81.4241,95.931,N,GCA_013305025.fna,74
GCA_013305035+21,81.0149,95.993,N,GCA_013305035.fna,74
GCA_013305045+21,80.9264,96.523,N,GCA_013305045.fna,74
GCA_013305055+21,81.7879,96.361,N,GCA_013305055.fna,74
GCA_013305105+21,81.246,95.817,N,GCA_013305105.fna,57
GCA_013305115+21,84.8601,97.783,N,GCA_013305115.fna,59
GCA_013305155+21,80.7303,95.968,N,GCA_013305155.fna,74
GCA_013305165+21,81.1147,95.968,N,GCA_013305165.fna,74
GCA_013317245+21,81.3976,96.588,N,GCA_013317245.fna,73
GCA_013317255+21,81.0339,96.038,N,GCA_013317255.fna,57
GCA_014269345+21,82.3278,96.732,N,GCA_014269345.fna,74
GCA_014297245+21,81.1915,96.276,N,GCA_014297245.fna,1
GCA_014297355+21,83.0652,96.516,N,GCA_014297355.fna,98
GCA_014385375+21,97.9032,99.842,A,GCA_014385375.fna,3
GCA_015549355+21,80.9717,95.408,N,GCA_015549355.fna,2
GCA_015549855+21,81.3576,96.341,N,GCA_015549855.fna,74
GCA_015550855+21,81.5475,96.053,N,GCA_015550855.fna,2
GCA_015550985+21,81.4828,95.329,N,GCA_015550985.fna,2
GCA_015551045+21,81.701,95.487,N,GCA_015551045.fna,2
GCA_015552855+21,81.4063,95.566,N,GCA_015552855.fna,2
GCA_015554555+21,81.3934,95.329,N,GCA_015554555.fna,2
GCA_015556425+21,81.8833,95.408,N,GCA_015556425.fna,258
GCA_015560005+21,82.0055,96.437,N,GCA_015560005.fna,98
GCA_015560815+21,80.9628,95.659,N,GCA_015560815.fna,74
GCA_015561285+21,81.4179,95.408,N,GCA_015561285.fna,2
GCA_015667435+21,82.3758,96.361,N,GCA_015667435.fna,33
GCA_015667495+21,81.5212,95.249,N,GCA_015667495.fna,2
GCA_015667985+21,81.7716,95.329,N,GCA_015667985.fna,2
GCA_015668015+21,82.1034,96.516,N,GCA_015668015.fna,33
GCA_015668165+21,81.492,95.408,N,GCA_015668165.fna,2
GCA_015668375+21,80.7923,95.329,N,GCA_015668375.fna,2
GCA_015669135+21,82.2381,95.645,N,GCA_015669135.fna,245
GCA_015669755+21,81.4757,95.408,N,GCA_015669755.fna,2
GCA_015670615+21,82.2232,95.329,N,GCA_015670615.fna,2
GCA_016908695+21,100,99.744,A,GCA_016908695.fna,3
GCA_018785565+21,81.6037,96.705,N,GCA_018785565.fna,73
GCA_018785605+21,79.8466,97.266,N,GCA_018785605.fna,74
GCA_018785655+21,82.6373,96.204,N,GCA_018785655.fna,57
GCA_900066085+21,81.3627,95.738,N,GCA_900066085.fna,57
GCA_900066145+21,84.7667,98.162,N,GCA_900066145.fna,59
GCA_900066165+21,97.6743,99.842,A,GCA_900066165.fna,3
GCA_900066205+21,81.636,95.817,N,GCA_900066205.fna,57
GCA_900066325+21,81.4395,96.506,N,GCA_900066325.fna,74
GCA_900066335+21,81.7608,96.524,N,GCA_900066335.fna,73
GCA_900066505+21,82.501,95.81,N,GCA_900066505.fna,260
GCA_900066965+21,97.5093,99.845,A,GCA_900066965.fna,3
GCA_900078295+21,81.2639,94.933,N,GCA_900078295.fna,2
GCA_900120195+21,80.8804,96.44,N,GCA_900120195.fna,327
GCA_900638755+21,82.305,96.519,N,GCA_900638755.fna,74
GCA_902167525+21,81.1374,95.951,N,GCA_902167525.fna,2
GCA_902167715+21,80.4371,95.386,N,GCA_902167715.fna,74
GCA_902167835+21,81.0783,96.44,N,GCA_902167835.fna,33
GCA_902167945+21,80.3583,96.675,N,GCA_902167945.fna,74
GCF_000159975+21,81.1174,95.016,N,GCF_000159975.fna,2
IMG_650377968+21,81.9874,96.757,N,IMG_650377968.fna,74
AF94-01pH10A+22,80.3887,95.465,N,AF94-01pH10A.fna,261
AM10-47+22,81.1537,96.522,N,AM10-47.fna,280
AM25-11LB+22,97.5948,96.897,16Sl,AM25-11LB.fna,95
AM25-22+22,97.5182,96.897,16Sl,AM25-22.fna,95
AM25-39+22,97.5997,96.897,16Sl,AM25-39.fna,95
AM25-40+22,97.5138,96.897,16Sl,AM25-40.fna,95
AM27-24LB+22,98.5805,96.897,16Sl,AM27-24LB.fna,95
AM75-12pH9A+22,80.5331,95.227,N,AM75-12pH9A.fna,261
OF42-13pH9A+22,79.9149,91.647,N,OF42-13pH9A.fna,63
OM04-13BH+22,80.0315,96.522,N,OM04-13BH.fna,280
20298_3_35+22,80.3134,91.647,N,20298_3_35.fna,63
GCA_000209425+22,98.7432,96.897,16Sl,GCA_000209425.fna,95
GCA_002161285+22,78.8051,92.53,N,GCA_002161285.fna,210
GCA_002161645+22,78.5101,92.048,N,GCA_002161645.fna,210
GCA_002222595+22,100,96.897,16Sl,GCA_002222595.fna,95
GCA_003287895+22,81.0235,93.587,N,GCA_003287895.fna,223
GCA_013302155+22,80.2504,91.408,N,GCA_013302155.fna,63
GCA_013302185+22,80.3065,91.408,N,GCA_013302185.fna,63
GCA_013304335+22,80.2438,91.408,N,GCA_013304335.fna,63
GCA_013304445+22,81.2054,95.704,N,GCA_013304445.fna,261
GCA_014385405+22,79.8624,96.522,N,GCA_014385405.fna,280
GCA_015669005+22,79.4276,96.522,N,GCA_015669005.fna,280
GCA_900120295+22,89.7201,95.943,N,GCA_900120295.fna,328
GCF_000156675+22,99.9693,93.289,16Sl,GCF_000156675.fna,95
AF13-16+23,85.0081,98.625,N,AF13-16.fna,64
OF01-4LB+23,84.9884,98.694,N,OF01-4LB.fna,64
1232442.3+23,85.0946,98.353,N,1232442.3.fna,8
20298_3_48+23,85.0248,98.696,N,20298_3_48.fna,64
8080_1_72+23,85.0423,98.967,N,8080_1_72.fna,8
GCA_000765245+23,84.9335,100,ANIl,GCA_000765245.fna,64
GCA_001689125+23,94.2433,98.216,N,GCA_001689125.fna,192
GCA_002221555+23,94.1892,98.147,N,GCA_002221555.fna,192
GCA_002270465+23,100,99.45,A,GCA_002270465.fna,214
GCA_002915535+23,84.7945,98.694,N,GCA_002915535.fna,64
GCA_004210255+23,84.9248,98.076,N,GCA_004210255.fna,8
GCA_004340925+23,85.0798,98.403,N,GCA_004340925.fna,8
GCA_010669205+23,85.0344,98.213,N,GCA_010669205.fna,8
GCA_013112015+23,94.0269,98.147,N,GCA_013112015.fna,192
GCA_013304445+23,78.1652,94.802,N,GCA_013304445.fna,261
GCA_014131715+23,85.007,98.076,N,GCA_014131715.fna,8
GCA_014287615+23,85.0594,99.126,ANIl,GCA_014287615.fna,64
GCA_900258535+23,98.4085,99.245,A,GCA_900258535.fna,214
GCA_900461125+23,85.0463,98.144,N,GCA_900461125.fna,8
GCA_000157975+24,99.9998,99.863,A,GCA_000157975.fna,85
GCA_001404935+24,99.3659,99.726,A,GCA_001404935.fna,85
AM58-7XD+25,85.9629,94.701,N,AM58-7XD.fna,345
TF06-23+25,86.8452,96.064,N,TF06-23.fna,2
AF13-28+25,85.8703,95.351,N,AF13-28.fna,345
AF13-37+25,85.92,95.351,N,AF13-37.fna,345
AF14-23+25,83.7889,96.028,N,AF14-23.fna,33
AF14-5+25,86.9149,95.416,N,AF14-5.fna,2
AF14-52+25,83.5012,96.532,N,AF14-52.fna,33
AF17-12+25,81.8889,98.711,ANIl,AF17-12.fna,74
AF17-22AC+25,81.6822,95.875,N,AF17-22AC.fna,327
AF19-10LB+25,83.0264,96.18,N,AF19-10LB.fna,72
AF19-29+25,87.186,95.264,N,AF19-29.fna,2
AF20-12LB+25,81.708,97.479,N,AF20-12LB.fna,74
AF21-24+25,82.1297,96.18,N,AF21-24.fna,33
AF21-3+25,85.5635,95.54,N,AF21-3.fna,345
AF22-5LB+25,81.0282,93.664,N,AF22-5LB.fna,221
AF24-10LB+25,82.1774,96.257,N,AF24-10LB.fna,33
AF24-32LB+25,85.41,95.267,N,AF24-32LB.fna,345
AF25-21+25,82.7193,96.336,N,AF25-21.fna,33
AF25-23LB+25,86.8038,94.802,N,AF25-23LB.fna,2
AF25-28AC+25,86.9494,96.37,N,AF25-28AC.fna,2
AF29-2BH+25,82.2861,96.257,N,AF29-2BH.fna,33
AF31-16BH+25,86.0982,95.344,N,AF31-16BH.fna,345
AF31-8BH+25,81.4565,95.165,N,AF31-8BH.fna,59
AF33-11BH+25,86.9368,95.264,N,AF33-11BH.fna,2
AF34-2BH+25,85.6912,95.503,N,AF34-2BH.fna,345
AF35-14AC+25,82.7257,96.532,N,AF35-14AC.fna,33
AF37-6AC+25,82.1757,95.527,N,AF37-6AC.fna,33
AF37-6AT+25,85.9859,95.991,N,AF37-6AT.fna,345
AF39-4+25,82.5806,95.823,N,AF39-4.fna,33
AF41-9+25,86.8763,94.682,N,AF41-9.fna,359
AF42-9BH+25,85.8987,95.361,N,AF42-9BH.fna,345
AF45-4BH+25,81.5704,95.951,N,AF45-4BH.fna,327
AF46-10NS+25,82.7141,96.964,N,AF46-10NS.fna,360
AF58-2A+25,81.6466,95.569,N,AF58-2A.fna,98
AF60-20pH9A+25,82.9728,95.569,N,AF60-20pH9A.fna,98
AF61-21pH10TA+25,81.7875,97.095,N,AF61-21pH10TA.fna,74
AF76-10pH9T+25,81.9616,97.575,N,AF76-10pH9T.fna,73
AF84-09pH9TA+25,82.4856,96.107,N,AF84-09pH9TA.fna,33
AF87-14TA+25,81.8594,93.994,N,AF87-14TA.fna,72
AF98-09+25,82.6682,96.275,N,AF98-09.fna,33
AF98-17+25,81.8303,97.576,N,AF98-17.fna,74
AF98-24+25,86.9553,95.148,N,AF98-24.fna,2
AF98-36+25,80.9985,95.951,N,AF98-36.fna,327
AF98-51+25,85.5014,95.388,N,AF98-51.fna,345
AF99-08+25,81.995,98.478,N,AF99-08.fna,74
AF99-42+25,82.6595,95.722,N,AF99-42.fna,98
BF3HA18002+25,81.366,95.355,N,BF3HA18002.fna,3
AM07-21+25,85.9673,95.42,N,AM07-21.fna,345
AM100-PB1-1D-29A+25,86.9721,96.204,N,AM100-PB1-1D-29A.fna,2
AM12-48+25,87.0945,94.822,N,AM12-48.fna,2
AM18-15+25,86.8339,95.416,N,AM18-15.fna,2
AM18-2AC+25,83.5647,96.26,N,AM18-2AC.fna,33
AM18-44+25,86.8107,96.145,N,AM18-44.fna,2
AM22-13+25,85.9163,95.5,N,AM22-13.fna,345
AM22-9LB+25,82.3035,96.508,N,AM22-9LB.fna,33
AM23-1+25,81.7958,97.708,N,AM23-1.fna,74
AM23-1AC+25,81.7967,99.182,ANIl,AM23-1AC.fna,74
AM23-1LB+25,86.9579,94.281,N,AM23-1LB.fna,2
AM23-4+25,81.475,99.18,ANIl,AM23-4.fna,74
AM26-12LB+25,82.1254,97.381,N,AM26-12LB.fna,74
AM27-16+25,87.015,95.271,N,AM27-16.fna,2
AM27-32LB+25,82.1984,96.031,N,AM27-32LB.fna,33
AM27-34+25,82.0251,95.795,N,AM27-34.fna,33
AM28-23+25,81.615,95.569,N,AM28-23.fna,98
AM28-41+25,85.7527,95.496,N,AM28-41.fna,345
AM29-12LB+25,87.2779,94.958,N,AM29-12LB.fna,2
AM29-25AC+25,82.8822,96.028,N,AM29-25AC.fna,33
AM29-26+25,85.712,95.347,N,AM29-26.fna,345
AM30-15AC+25,85.858,95.503,N,AM30-15AC.fna,345
AM32-10AC+25,82.0196,95.569,N,AM32-10AC.fna,98
AM32-17LB+25,86.9643,96.257,N,AM32-17LB.fna,2
AM34-12+25,82.2894,96.028,N,AM34-12.fna,33
AM34-9LB+25,87.2296,96.596,N,AM34-9LB.fna,2
AM36-17+25,86.8314,95.344,N,AM36-17.fna,2
AM36-2AA+25,81.852,97.021,N,AM36-2AA.fna,73
AM36-5+25,81.9697,98.037,N,AM36-5.fna,73
AM37-4AC+25,83.3035,96.18,N,AM37-4AC.fna,33
AM39-5AC+25,82.6432,95.518,N,AM39-5AC.fna,33
AM40-10AC+25,86.9583,94.991,N,AM40-10AC.fna,2
AM41-10BH+25,81.6919,97.332,N,AM41-10BH.fna,73
AM41-5+25,82.6738,96.496,N,AM41-5.fna,33
AM42-10AC+25,86.8191,95.264,N,AM42-10AC.fna,2
AM42-11+25,82.6639,95.087,N,AM42-11.fna,3
AM43-41+25,82.5343,95.569,N,AM43-41.fna,98
AM44-9AT+25,86.9779,94.802,N,AM44-9AT.fna,2
AM45-2+25,86.5707,94.527,N,AM45-2.fna,2
AM45-9BH+25,86.6747,95.23,N,AM45-9BH.fna,2
AM46-18+25,86.9219,94.527,N,AM46-18.fna,2
AM50-15BH+25,86.9101,95.183,N,AM50-15BH.fna,2
AM54-14NS+25,87.0167,95.052,N,AM54-14NS.fna,2
AM54-7NE+25,82.663,96.161,N,AM54-7NE.fna,33
AM62-4ACA+25,81.5542,97.35,N,AM62-4ACA.fna,74
AM64-3MHA+25,82.2917,95.499,N,AM64-3MHA.fna,73
AM67-5ACA+25,82.2275,96.868,N,AM67-5ACA.fna,73
AM73-4pH9A+25,82.3222,95.569,N,AM73-4pH9A.fna,98
AM75-20pH9TA+25,81.2576,94.427,N,AM75-20pH9TA.fna,378
AM97-05+25,85.7696,95.267,N,AM97-05.fna,345
AM97-23+25,81.0141,97.094,N,AM97-23.fna,74
AM97-71+25,81.9965,97.477,N,AM97-71.fna,74
LG100-20+25,81.9164,97.328,N,LG100-20.fna,74
OF02-6+25,82.1613,99.099,ANIl,OF02-6.fna,74
OF03-14+25,82.8338,96.18,N,OF03-14.fna,33
OF03-6AA+25,81.9627,97.173,N,OF03-6AA.fna,73
OF15-11BHA+25,85.8517,95.361,N,OF15-11BHA.fna,345
OF24-11pH9A+25,81.9709,95.875,N,OF24-11pH9A.fna,327
OF30-10pH10A+25,85.6641,95.503,N,OF30-10pH10A.fna,345
OM02-16LB+25,87.1186,95.42,N,OM02-16LB.fna,2
OM03-6+25,83.2004,96.577,N,OM03-6.fna,33
OM05-7+25,86.8202,95.42,N,OM05-7.fna,2
OM06-11AA+25,83.3776,96.18,N,OM06-11AA.fna,33
OM07-19+25,82.7057,96.107,N,OM07-19.fna,72
OM08-7+25,85.4867,95.351,N,OM08-7.fna,345
OM08-9BH+25,81.1861,97.68,N,OM08-9BH.fna,73
OM14-6A+25,83.381,96.486,N,OM14-6A.fna,248
TF09-10AC+25,82.5276,96.028,N,TF09-10AC.fna,33
TF11-2AC+25,86.9768,95.191,N,TF11-2AC.fna,2
TM09-13AC+25,82.3928,96.183,N,TM09-13AC.fna,33
TM09-4+25,86.9829,95.34,N,TM09-4.fna,2
TM10-9AT+25,85.7823,95.351,N,TM10-9AT.fna,345
AF21-42+25,98.6969,94.659,16Sl,AF21-42.fna,245
1095771.3+25,85.6035,95.872,N,1095771.3.fna,1
11861_6_57+25,86.9898,95.25,N,11861_6_57.fna,2
11861_6_58+25,81.412,95.41,N,11861_6_58.fna,3
12718_7_36+25,79.1476,95.105,N,12718_7_36.fna,15
12718_7_63+25,79.0884,95.105,N,12718_7_63.fna,15
13414_6_65+25,81.6515,96.26,N,13414_6_65.fna,33
13414_6_66+25,82.8551,95.34,N,13414_6_66.fna,34
14207_7_33+25,81.0609,96.098,N,14207_7_33.fna,3
18048_1_59+25,87.1138,96.312,N,18048_1_59.fna,2
18048_1_72+25,83.1567,96.028,N,18048_1_72.fna,33
18048_2_59+25,87.0229,96.17,N,18048_2_59.fna,2
18048_2_72+25,82.8865,96.532,N,18048_2_72.fna,33
18048_2_88+25,82.5215,96.947,N,18048_2_88.fna,57
18391_1_1+25,87.3685,93.838,N,18391_1_1.fna,2
20287_6_28+25,82.5707,95.571,N,20287_6_28.fna,59
20287_6_32+25,81.7312,96.18,N,20287_6_32.fna,33
20287_6_36+25,81.158,96.183,N,20287_6_36.fna,33
20287_6_41+25,81.8872,95.202,N,20287_6_41.fna,33
20287_6_48+25,82.9013,95.571,N,20287_6_48.fna,59
20287_6_49+25,81.8728,95.202,N,20287_6_49.fna,33
20287_6_55+25,82.6243,95.562,N,20287_6_55.fna,59
20287_6_56+25,81.9741,96.18,N,20287_6_56.fna,33
