genome,species,sample,group,abundance,rank
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCUK_P,UC,0.000125461,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCUQ_P,UC,0.000263807,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCUS_P,UC,0.000111021,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCUW_P,UC,4.81E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCUY_P,UC,0.000201597,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCWM_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCXB_P,UC,5.61E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCYI_P,UC,0.000202641,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCYM_P,UC,0.000133157,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCYO_P,UC,0.000506689,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCYQ_P,UC,8.10E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM5MCYU_P,UC,6.54E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67U9H_P,UC,0.000142691,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67U9N,UC,0.000157627,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67U9P_P,UC,0.000218034,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67U9R_P,UC,9.70E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67U9T_P,UC,0.000101518,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UAO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UAQ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UAS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UBX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UDR_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UE3,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UEM,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UEP_P,UC,0.000174194,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UET_P,UC,0.000163044,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UEW_P,UC,0.000229623,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UEW_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UF1,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UF1_P,UC,6.59E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UFV,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM67UG8,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGD_P,UC,0.000266283,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGF_P,UC,0.000225295,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGH_P,UC,0.000226111,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGJ_P,UC,0.000105483,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGL_P,UC,0.000241857,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HGN_P,UC,0.000146495,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HIF,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HIH,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HIJ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HIL,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HLA_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HLI,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HLK,UC,0.000564175,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HLM,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HM1,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HM5_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HM7,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HM9_P,UC,0.000242551,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HMN,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HMP,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HNE,UC,0.000210607,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HNG_P,UC,0.00048837,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HNI,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HNK,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HNM,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HPM_P,UC,0.000187511,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HPO,UC,0.000148909,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HPQ_P,UC,9.46E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HPU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HQR_P,UC,0.000197641,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM79HQT_P,UC,0.000238461,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOJQ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOJS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOJU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOJW,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOJY,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOK1,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOLY,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOMR_P,UC,0.000134449,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOMV_P,UC,7.94E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KONS_P,UC,4.34E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KONW_P,UC,0.000188525,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOP6,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOP8,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOPE,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOPG,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOPK,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOPM,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOPO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOQ5_P,UC,0.000165229,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KORS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOS7,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOSH,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOU7_P,UC,8.03E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOUB,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOUJ_P,UC,0.000174655,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM7KOUN,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X1XU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X1Y5,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X1ZO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X1ZQ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X1ZY,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X211,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X213,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X215,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X219,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X21L,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X21N,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X22G,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X22I,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X23H,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,CSM9X23N,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5GEZ4_P,UC,5.60E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5GEZ6_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5GEZA_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEA7_P,UC,0.000235696,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEA9_P,UC,0.000126471,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEAB_P,UC,0.000190716,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEC3,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEC5,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEC7_P,UC,5.43E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEC9,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEDU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM5MEEJ_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,ESM718SY,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM5MD43_P,UC,0.000104462,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM5MD44_P,UC,0.000232052,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM5MD47_P,UC,0.000415158,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM5MD87_P,UC,0.000345444,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRQE_P,UC,0.000265029,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRRD,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRTO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRTS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRUX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRUZ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM6XRV2,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7CZ1T_P,UC,8.66E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7CZ22,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7CZ2X_P,UC,0.002319559,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4GP,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4JT_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4JV_P,UC,0.000170726,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4KA,UC,0.001397654,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4M4,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4M6,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4ME,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4NC,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4NM,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4PC,UC,0.00036082,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4PE,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4PG,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSM7J4PK,UC,0.001168849,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33IO,UC,0.000252433,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33IS,UC,0.000587721,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33LH_TR,UC,0.000123979,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33LX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33LZ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33MC,UC,0.0005209,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33MI,UC,0.000191478,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33MX,UC,0.000333378,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33N4,UC,0.000248787,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33NW,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33O1,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33O3,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33OL,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33OP,UC,0.003741314,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33OX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33P2_P,UC,0.000472162,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33RR,UC,0.000140194,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,HSMA33RX_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLFK_P,UC,0.000434149,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLFM_P,UC,0.000328448,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLFO_P,UC,0.000167764,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLFU_P,UC,0.000463891,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLHV_P,UC,0.000248028,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM5LLIQ_P,UC,0.00040458,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2HD,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2HF,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2HH,UC,0.000338697,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2HJ,UC,0.000136707,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2HL,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2N6_P,UC,0.0001402,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2OH,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2OJ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2OL,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM6J2ON,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79H7M,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79H9U_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HAN,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HAR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HAT,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HBZ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HD6_P,UC,6.82E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HD8_P,UC,0.000101462,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HDG_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HEA,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HF1_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HF3,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HF7,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HF9_TR,UC,0.00023836,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM79HFB,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZF5,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZIO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZIS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZIU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZIW,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZJF_P,UC,0.00013169,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZLL,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZLR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZLZ,UC,0.000536797,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZN4_P,UC,0.000481327,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZNR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZNZ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSM9VZO2,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA267X,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA2684,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA2688,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26AX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26AZ_TR,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26EJ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26EN,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26ER,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMA26EZ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMAPC55,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMAPC57,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMAPC5B,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMAPC64,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMAPC66,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,MSMB4LZP,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBSE,UC,0.000628462,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBSE_P,UC,0.000474523,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBSG_P,UC,0.000242714,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBT5,UC,0.000107848,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBT7,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBTB,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBVM,UC,8.33E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBVO,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBVQ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM6XBVS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J127,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J12B,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J12F,UC,0.000110714,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J12V,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J12Z,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J169,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J16B,UC,0.000163229,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J16F,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J16H,UC,0.000296671,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1AM,UC,0.000130383,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1AO,UC,9.86E-05,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1AQ,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1AS,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1AU,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1B7,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1B9,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1BD,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1BV,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1BX,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1C2_P,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSM7J1C4,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSMA264K,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSMA264O,UC,0,1
GCA_016902195,Anaerotignum lactatifermentans_A GCA_016902195,PSMA264Q,UC,0,1
