cluster,Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,type
373,AM49-4BH,AM53-13BH,84.7,[81.9 - 87.1%],0.018,93.56,novel
373,AM49-4BH,OM05-6BH,83.1,[80.3 - 85.6%],0.0197,92.71,novel
373,AM49-4BH,OM05-9BH,83.1,[80.3 - 85.6%],0.0198,92.69,novel
380,AM97-61,AM97-28,99.6,[99.4 - 99.8%],0.0008,98.2,novel
383,OM04-5BH,OF12-5,81.2,[78.4 - 83.8%],0.0219,91.5,novel
87,GCA_000160115,GCA_000524295,79.3,[76.3 - 81.9%],0.0242,90,know
88,GCA_000469565,GCA_000160135,73.2,[70.2 - 76%],0.0318,83.39,novel
89,GCA_014202695,GCA_000160635,61.1,[58.2 - 63.9%],0.0497,55.92,know
90,GCA_000173815,GCA_900102475,99.9,[99.9 - 100%],0.0002,98.28,know
91,GCA_000178835,GCA_003990395,81,[78.1 - 83.6%],0.0221,91.35,know
92,GCA_000185385,GCA_000257705,79.5,[76.5 - 82.1%],0.024,90.16,know
93,GCA_003402615,AF18-48,85.9,[83.2 - 88.2%],0.0166,94.17,know
93,GCA_003402615,AF27-8,85.5,[82.8 - 87.8%],0.0171,93.97,know
93,GCA_003402615,AF94-35M2BA,86.1,[83.4 - 88.3%],0.0165,94.24,know
93,GCA_003402615,AF94-39M2BA,86.1,[83.4 - 88.4%],0.0164,94.25,know
93,GCA_003402615,AM25-4LB,92.1,[90 - 93.7%],0.0099,96.44,know
93,GCA_003402615,AM25-15LB,92,[89.9 - 93.7%],0.01,96.42,know
93,GCA_003402615,AM25-17,85.7,[83 - 88%],0.0168,94.07,know
93,GCA_003402615,AM27-12LB,85.4,[82.7 - 87.7%],0.0172,93.91,know
93,GCA_003402615,AM75-25pH10TA,82,[79.1 - 84.5%],0.0211,91.98,know
93,GCA_003402615,AM75-29pH10TA,82,[79.2 - 84.6%],0.021,92.03,know
93,GCA_003402615,AM96-02DA,87.6,[85.1 - 89.8%],0.0147,94.91,know
93,GCA_003402615,AM96-02pH10A,87.6,[85 - 89.7%],0.0148,94.9,know
93,GCA_003402615,AM96-42M2TA,87.6,[85.1 - 89.8%],0.0147,94.91,know
93,GCA_003402615,GCA_000191805,91.5,[89.3 - 93.2%],0.0105,96.26,know
93,GCA_003402615,GCA_000209445,86.5,[83.8 - 88.7%],0.016,94.42,know
93,GCA_003402615,GCA_000411335,85.4,[82.7 - 87.7%],0.0172,93.9,know
93,GCA_003402615,GCA_000411355,89.4,[87 - 91.3%],0.0128,95.57,know
93,GCA_003402615,GCA_004346095,100,[99.9 - 100%],0.0001,98.29,know
93,GCA_003402615,OF42-12pH9A,85.3,[82.6 - 87.7%],0.0172,93.9,know
93,GCA_003402615,OF42-16pH10A,85.3,[82.6 - 87.7%],0.0173,93.89,know
93,GCA_003402615,OM13-19A,85.5,[82.9 - 87.9%],0.017,94,know
94,AM94-10pH9A,GCA_000209385,93.2,[91.3 - 94.7%],0.0086,96.76,novel
95,GCA_002222595,AM25-11LB,78,[75.1 - 80.8%],0.0257,88.94,know
95,GCA_002222595,AM25-22,78,[75.1 - 80.7%],0.0257,88.92,know
95,GCA_002222595,AM25-39,78,[75.1 - 80.8%],0.0257,88.94,know
95,GCA_002222595,AM25-40,78,[75 - 80.7%],0.0258,88.88,know
95,GCA_002222595,AM27-24LB,87.7,[85.1 - 89.8%],0.0147,94.94,know
95,GCA_002222595,GCA_000209425,88.8,[86.4 - 90.8%],0.0134,95.37,know
95,GCA_002222595,GCF_000156675,100,[99.9 - 100%],0.0001,98.28,know
96,GCA_017565785,GCA_000209465,82.9,[80.1 - 85.4%],0.02,92.59,novel
98,AF60-20pH9A,AF58-2A,88.2,[85.7 - 90.3%],0.0141,95.14,know
98,AF60-20pH9A,AF99-42,88.5,[86.1 - 90.6%],0.0137,95.27,know
98,AF60-20pH9A,AM28-23,89.6,[87.2 - 91.6%],0.0126,95.66,know
98,AF60-20pH9A,AM32-10AC,87.4,[84.8 - 89.6%],0.015,94.83,know
98,AF60-20pH9A,AM43-41,89.4,[87 - 91.4%],0.0128,95.59,know
98,AF60-20pH9A,AM73-4pH9A,88.4,[85.9 - 90.5%],0.0139,95.21,know
98,AF60-20pH9A,GCA_000210015,88.2,[85.8 - 90.3%],0.014,95.16,know
98,AF60-20pH9A,GCA_014297355,88.2,[85.7 - 90.3%],0.0141,95.13,know
98,AF60-20pH9A,GCA_015560005,87.7,[85.2 - 89.9%],0.0146,94.96,know
99,GCA_000238075,GCA_000214455,66,[63.1 - 68.8%],0.0419,69.87,know
55,18048_1_85,18048_2_85,100,[99.9 - 100%],0.0001,98.29,novel
55,18048_1_85,GCA_014385265,84.7,[82 - 87.1%],0.0179,93.59,novel
60,20287_6_63,20287_6_34,99.4,[99 - 99.6%],0.0012,98.14,novel
63,GCA_013302155,20298_3_35,91.1,[89 - 92.9%],0.0109,96.17,novel
63,GCA_013302155,GCA_013302185,100,[100 - 100%],0,98.3,novel
63,GCA_013302155,GCA_013304335,100,[100 - 100%],0,98.3,novel
63,GCA_013302155,OF42-13pH9A,90.7,[88.5 - 92.5%],0.0114,96.03,novel
57,GCA_013304735,18048_2_88,80.6,[77.7 - 83.2%],0.0226,91.05,novel
57,GCA_013304735,GCA_013305105,90.7,[88.5 - 92.6%],0.0113,96.03,novel
57,GCA_013304735,GCA_013317255,90.1,[87.8 - 92%],0.012,95.84,novel
57,GCA_013304735,GCA_018785655,88.2,[85.7 - 90.3%],0.014,95.16,novel
57,GCA_013304735,GCA_900066085,81.6,[78.7 - 84.2%],0.0215,91.73,novel
57,GCA_013304735,GCA_900066205,80.7,[77.7 - 83.3%],0.0226,91.08,novel
58,TM14-13A,20287_6_25,78.2,[75.2 - 80.9%],0.0255,89.06,know
58,TM14-13A,21673_4_18,78.2,[75.2 - 80.9%],0.0255,89.05,know
58,TM14-13A,AF25-24,85,[82.3 - 87.4%],0.0176,93.74,know
58,TM14-13A,AF45-17,90.3,[88 - 92.2%],0.0118,95.89,know
58,TM14-13A,AM28-39,84.3,[81.5 - 86.7%],0.0184,93.35,know
58,TM14-13A,AM100_B1_18_1A,91.5,[89.4 - 93.2%],0.0105,96.27,know
58,TM14-13A,GCA_000210555,88.4,[86 - 90.5%],0.0138,95.23,know
59,AF31-8BH,20287_6_28,89.7,[87.3 - 91.6%],0.0125,95.68,novel
59,AF31-8BH,20287_6_48,89.7,[87.3 - 91.6%],0.0125,95.68,novel
59,AF31-8BH,20287_6_55,89.6,[87.3 - 91.6%],0.0125,95.68,novel
59,AF31-8BH,20287_6_62,89.6,[87.3 - 91.6%],0.0125,95.68,novel
59,AF31-8BH,GCA_013305115,89.4,[87.1 - 91.4%],0.0127,95.61,novel
59,AF31-8BH,GCA_014287535,89.8,[87.4 - 91.7%],0.0124,95.71,novel
59,AF31-8BH,GCA_900066145,91.2,[89 - 93%],0.0108,96.18,novel
56,GCA_001405395,18048_1_94,87,[84.4 - 89.2%],0.0154,94.67,know
56,GCA_001405395,18048_2_94,87.1,[84.5 - 89.3%],0.0153,94.7,know
56,GCA_001405395,AF06-14,77,[74.1 - 79.8%],0.0269,87.99,know
56,GCA_001405395,AF18-47,77.1,[74.1 - 79.8%],0.0269,87.99,know
56,GCA_001405395,AF35-21,76.6,[73.6 - 79.3%],0.0275,87.51,know
56,GCA_001405395,AF36-7BH,75.9,[72.9 - 78.6%],0.0284,86.73,know
56,GCA_001405395,AF41-18,76.6,[73.6 - 79.3%],0.0275,87.48,know
56,GCA_001405395,AF42-3BH,76.6,[73.6 - 79.3%],0.0275,87.49,know
56,GCA_001405395,AF45-13BH,77.1,[74.1 - 79.8%],0.0269,88,know
56,GCA_001405395,AM14-19,78.1,[75.1 - 80.8%],0.0257,88.95,know
56,GCA_001405395,AM32-2AC,76.7,[73.7 - 79.4%],0.0274,87.61,know
56,GCA_001405395,AM37-3BH,77.5,[74.5 - 80.2%],0.0263,88.44,know
56,GCA_001405395,AM43-40,75.8,[72.8 - 78.6%],0.0285,86.65,know
56,GCA_001405395,AM48-8,77.2,[74.3 - 80%],0.0267,88.18,know
56,GCA_001405395,GCA_001404435,85.7,[83.1 - 88%],0.0168,94.09,know
56,GCA_001405395,GCA_009680455,85.7,[83 - 88%],0.0169,94.05,know
56,GCA_001405395,GCA_015559345,87,[84.4 - 89.2%],0.0154,94.64,know
64,OF01-4LB,20298_3_48,90.8,[88.5 - 92.6%],0.0113,96.05,novel
64,OF01-4LB,AF13-16,98.3,[97.5 - 98.8%],0.0027,97.91,novel
64,OF01-4LB,GCA_000765245,91.9,[89.8 - 93.6%],0.01,96.4,novel
64,OF01-4LB,GCA_002915535,99.6,[99.4 - 99.8%],0.0008,98.2,novel
64,OF01-4LB,GCA_014287615,98.6,[97.9 - 99.1%],0.0023,97.98,novel
66,GCA_900240245,20298_3_62,87.4,[84.8 - 89.6%],0.015,94.82,know
67,20298_3_65,OM05-10BH,83,[80.2 - 85.5%],0.0198,92.66,know
68,IMG_2756170274,20298_3_9,90.8,[88.5 - 92.6%],0.0113,96.04,know
69,20427_4_25,20427_4_23,100,[99.9 - 100%],0.0001,98.29,novel
72,OM07-19,21673_4_19,83.4,[80.6 - 85.9%],0.0194,92.87,novel
72,OM07-19,AF19-10LB,86.2,[83.6 - 88.5%],0.0162,94.33,novel
72,OM07-19,AF87-14TA,86.1,[83.5 - 88.4%],0.0164,94.26,novel
72,OM07-19,GCA_013302245,88.8,[86.3 - 90.8%],0.0135,95.36,novel
72,OM07-19,GCA_013302255,85.8,[83.1 - 88.1%],0.0167,94.11,novel
73,OM08-9BH,21673_4_38,81.4,[78.5 - 84%],0.0217,91.61,novel
73,OM08-9BH,AF76-10pH9T,85.3,[82.6 - 87.7%],0.0173,93.89,novel
73,OM08-9BH,AM36-2AA,84.6,[81.8 - 87%],0.0181,93.51,novel
73,OM08-9BH,AM36-5,84.6,[81.9 - 87%],0.018,93.54,novel
73,OM08-9BH,AM41-10BH,89.3,[86.9 - 91.3%],0.0129,95.55,novel
73,OM08-9BH,AM64-3MHA,84.9,[82.2 - 87.3%],0.0177,93.68,novel
73,OM08-9BH,AM67-5ACA,84.9,[82.2 - 87.3%],0.0177,93.68,novel
73,OM08-9BH,GCA_013317245,78.6,[75.7 - 81.3%],0.025,89.46,novel
73,OM08-9BH,GCA_018785565,81.2,[78.3 - 83.8%],0.022,91.46,novel
73,OM08-9BH,GCA_900066335,82.1,[79.3 - 84.7%],0.0209,92.09,novel
73,OM08-9BH,OF03-6AA,84.2,[81.4 - 86.6%],0.0186,93.28,novel
75,GCA_015558055,21673_4_84,84.8,[82.1 - 87.2%],0.0178,93.64,know
75,GCA_015558055,GCA_001405615,85.2,[82.5 - 87.6%],0.0174,93.84,know
75,GCA_015558055,GCA_001406815,85.6,[82.9 - 87.9%],0.017,94,know
75,GCA_015558055,GCA_005845255,84.3,[81.5 - 86.7%],0.0185,93.34,know
75,GCA_015558055,GCA_009718405,84.9,[82.2 - 87.3%],0.0177,93.69,know
75,GCA_015558055,GCA_009718425,85,[82.3 - 87.3%],0.0176,93.72,know
75,GCA_015558055,GCA_015549075,84.2,[81.5 - 86.7%],0.0185,93.33,know
75,GCA_015558055,GCA_015550045,85.2,[82.5 - 87.6%],0.0174,93.84,know
75,GCA_015558055,GCA_015556245,85.9,[83.2 - 88.2%],0.0166,94.16,know
75,GCA_015558055,GCA_015559645,85.4,[82.7 - 87.7%],0.0172,93.91,know
75,GCA_015558055,GCA_015667215,84,[81.3 - 86.5%],0.0187,93.22,know
75,GCA_015558055,GCA_015669935,84.3,[81.5 - 86.7%],0.0185,93.34,know
75,GCA_015558055,TF10-5,79.5,[76.5 - 82.1%],0.024,90.16,know
79,8080_1_93,GCA_014297335,93,[91.1 - 94.6%],0.0088,96.71,novel
81,GCA_016906045,GCA_000144625,100,[100 - 100%],0,98.3,know
78,GCA_000156035,8080_1_69,92.5,[90.4 - 94.1%],0.0094,96.55,know
78,GCA_000156035,AM23-10LB,93.4,[91.5 - 94.9%],0.0084,96.81,know
78,GCA_000156035,AM97-06,92.7,[90.7 - 94.3%],0.0092,96.61,know
78,GCA_000156035,GCA_013300925,87.8,[85.3 - 90%],0.0145,95.01,know
78,GCA_000156035,GCA_013300945,87.8,[85.3 - 90%],0.0145,95,know
78,GCA_000156035,GCA_900104635,90.7,[88.5 - 92.6%],0.0113,96.04,know
78,GCA_000156035,GCA_902167955,94.1,[92.3 - 95.5%],0.0076,96.98,know
78,GCA_000156035,LG100-32,92.8,[90.9 - 94.4%],0.009,96.65,know
78,GCA_000156035,OF02-4LB,92,[89.9 - 93.7%],0.0099,96.43,know
76,GCF_000159055,411486.3,100,[99.9 - 100%],0.0001,98.29,know
76,GCF_000159055,AM29-11AC,86,[83.3 - 88.3%],0.0165,94.21,know
76,GCF_000159055,GCA_000210535,87.1,[84.6 - 89.3%],0.0152,94.72,know
82,GCA_000145035,GCA_000621465,76.6,[73.6 - 79.3%],0.0275,87.49,know
83,GCA_000146185,AF22-9,58.3,[55.5 - 61%],0.0547,46.47,know
77,AM45-5,59620.57,71.1,[68.1 - 74%],0.0346,80.26,novel
77,AM45-5,AF20-17LB,81.8,[79 - 84.4%],0.0212,91.9,novel
77,AM45-5,AF37-5AT,84.3,[81.5 - 86.7%],0.0184,93.36,novel
77,AM45-5,AF51-7-b10A,70.7,[67.7 - 73.6%],0.0351,79.63,novel
77,AM45-5,AF96-14M2BTA,81.8,[78.9 - 84.3%],0.0213,91.85,novel
77,AM45-5,AM16-23,82.6,[79.8 - 85.2%],0.0203,92.41,novel
77,AM45-5,AM22-16AC,83.5,[80.7 - 85.9%],0.0194,92.9,novel
77,AM45-5,CF03-11TA,82.4,[79.5 - 84.9%],0.0206,92.24,novel
77,AM45-5,OF03-18AA,71.6,[68.5 - 74.4%],0.034,80.98,novel
77,AM45-5,OF09-10,83.4,[80.6 - 85.9%],0.0194,92.88,novel
85,GCA_000157975,GCA_001404935,96.6,[95.4 - 97.5%],0.0048,97.57,know
74,GCA_015560815,21673_4_53,86.3,[83.7 - 88.6%],0.0162,94.35,know
74,GCA_015560815,657323.3,87.1,[84.5 - 89.3%],0.0153,94.69,know
74,GCA_015560815,AF17-12,82.4,[79.5 - 84.9%],0.0206,92.23,know
74,GCA_015560815,AF20-12LB,68.9,[65.9 - 71.7%],0.0377,76.23,know
74,GCA_015560815,AF61-21pH10TA,68.5,[65.5 - 71.4%],0.0382,75.46,know
74,GCA_015560815,AF98-17,69.5,[66.5 - 72.3%],0.0369,77.32,know
74,GCA_015560815,AF99-08,68.1,[65.1 - 70.9%],0.0389,74.52,know
74,GCA_015560815,AM23-1,85.4,[82.7 - 87.8%],0.0171,93.94,know
74,GCA_015560815,AM23-1AC,85.6,[82.9 - 87.9%],0.017,94,know
74,GCA_015560815,AM23-4,85.5,[82.8 - 87.8%],0.0171,93.95,know
74,GCA_015560815,AM26-12LB,86.4,[83.7 - 88.6%],0.0161,94.38,know
74,GCA_015560815,AM62-4ACA,68.8,[65.9 - 71.7%],0.0377,76.13,know
74,GCA_015560815,AM97-23,68.7,[65.7 - 71.5%],0.0379,75.84,know
74,GCA_015560815,AM97-71,86.2,[83.5 - 88.5%],0.0163,94.3,know
74,GCA_015560815,AM100_B2A,79.8,[76.9 - 82.4%],0.0236,90.42,know
74,GCA_015560815,GCA_000466565,87.3,[84.7 - 89.5%],0.0151,94.79,know
74,GCA_015560815,GCA_001487165,86.5,[83.9 - 88.8%],0.0159,94.46,know
74,GCA_015560815,GCA_003184505,82.8,[80 - 85.3%],0.0201,92.51,know
74,GCA_015560815,GCA_003324155,87.1,[84.5 - 89.3%],0.0153,94.71,know
74,GCA_015560815,GCA_004167315,86.9,[84.3 - 89.2%],0.0155,94.63,know
74,GCA_015560815,GCA_005848555,71.3,[68.3 - 74.1%],0.0344,80.5,know
74,GCA_015560815,GCA_009876855,86.9,[84.3 - 89.1%],0.0155,94.6,know
74,GCA_015560815,GCA_009876875,86.9,[84.3 - 89.1%],0.0155,94.63,know
74,GCA_015560815,GCA_009876885,87,[84.4 - 89.2%],0.0155,94.64,know
74,GCA_015560815,GCA_009876905,87.1,[84.6 - 89.3%],0.0152,94.72,know
74,GCA_015560815,GCA_013301805,70.4,[67.4 - 73.3%],0.0355,79.11,know
74,GCA_015560815,GCA_013302285,86.3,[83.6 - 88.5%],0.0162,94.33,know
74,GCA_015560815,GCA_013302305,87.4,[84.9 - 89.6%],0.0149,94.84,know
74,GCA_015560815,GCA_013304415,86.3,[83.6 - 88.5%],0.0162,94.34,know
74,GCA_015560815,GCA_013304975,87.5,[84.9 - 89.6%],0.0149,94.85,know
74,GCA_015560815,GCA_013305005,86.3,[83.6 - 88.5%],0.0162,94.33,know
74,GCA_015560815,GCA_013305025,70.4,[67.4 - 73.3%],0.0355,79.11,know
74,GCA_015560815,GCA_013305035,87.4,[84.8 - 89.6%],0.015,94.83,know
74,GCA_015560815,GCA_013305045,85.9,[83.2 - 88.2%],0.0167,94.15,know
74,GCA_015560815,GCA_013305055,87.3,[84.8 - 89.5%],0.015,94.81,know
74,GCA_015560815,GCA_013305155,87.9,[85.3 - 90%],0.0145,95.01,know
74,GCA_015560815,GCA_013305165,87.6,[85 - 89.7%],0.0148,94.9,know
74,GCA_015560815,GCA_014269345,85.5,[82.8 - 87.8%],0.0171,93.96,know
74,GCA_015560815,GCA_015549855,86.5,[83.9 - 88.7%],0.016,94.43,know
74,GCA_015560815,GCA_015559385,86.1,[83.4 - 88.4%],0.0164,94.24,know
74,GCA_015560815,GCA_018785605,87.6,[85.1 - 89.8%],0.0147,94.91,know
74,GCA_015560815,GCA_900066325,87.7,[85.2 - 89.9%],0.0146,94.96,know
74,GCA_015560815,GCA_900101315,86,[83.3 - 88.3%],0.0165,94.2,know
74,GCA_015560815,GCA_900638755,86.6,[84 - 88.8%],0.0159,94.47,know
74,GCA_015560815,GCA_902167715,79.3,[76.4 - 82%],0.0242,90.05,know
74,GCA_015560815,GCA_902167945,79.3,[76.4 - 82%],0.0242,90.04,know
74,GCA_015560815,IMG_650377968,87.1,[84.5 - 89.3%],0.0153,94.69,know
74,GCA_015560815,LG100-20,68.1,[65.1 - 71%],0.0388,74.65,know
74,GCA_015560815,OF02-6,68.4,[65.5 - 71.3%],0.0383,75.32,know
inter,AM35-8,GCA_000020605,42.1,[39.6 - 44.6%],0.0928,4.43,know
inter,AM35-8,GCA_000154425,22.4,[20.2 - 24.9%],0.1953,0,know
inter,AM35-8,GCA_001881565,32.4,[29.9 - 34.9%],0.1301,0.27,know
inter,AM35-8,GCA_009663665,22.6,[20.3 - 25%],0.1942,0,novel
inter,AM35-8,GCA_900537995,37.4,[35 - 40%],0.1085,1.37,know
inter,AM35-8,GCF_000190355,23.6,[21.3 - 26.1%],0.1851,0,know
inter,AM35-8,GF3HA19005B,39.6,[37.1 - 42.1%],0.1009,2.44,novel
inter,AM35-8,IMG_2928543200,35.5,[33.1 - 38%],0.1161,0.77,know
inter,AM35-8,AM75-12pH10A,29.2,[26.8 - 31.7%],0.1468,0.07,know
inter,AM35-8,GCA_000158075,26.9,[24.6 - 29.4%],0.1607,0.03,know
inter,AM35-8,GCA_001280875,21.7,[19.5 - 24.2%],0.202,0,know
inter,AM35-8,GCA_002234575,26.2,[23.8 - 28.7%],0.1656,0.02,know
inter,AM35-8,GCA_900461125,25.6,[23.3 - 28.1%],0.1697,0.01,know
inter,AM35-8,GCA_000484655,29.6,[27.2 - 32.1%],0.1444,0.09,know
inter,AM35-8,GCA_001312505,37.6,[35.2 - 40.1%],0.1079,1.44,know
inter,AM35-8,GCA_014131675,23.5,[21.2 - 26%],0.1858,0,know
inter,AM35-8,GCA_016908695,38.3,[35.8 - 40.8%],0.1055,1.72,know
inter,AM35-8,GCA_900113155,25.2,[22.8 - 27.6%],0.173,0.01,know
inter,AM35-8,GCA_900243045,28.9,[26.5 - 31.4%],0.1486,0.06,know
inter,AM35-8,1095771.3,21.8,[19.6 - 24.3%],0.201,0,novel
inter,AM35-8,GCA_000687555,18.6,[16.5 - 21%],0.2358,0,know
inter,AM35-8,GCA_000687655,19.3,[17.1 - 21.7%],0.2275,0,novel
inter,AM35-8,GCA_000687695,22,[19.8 - 24.5%],0.1991,0,novel
inter,AM35-8,GCA_000687975,26.9,[24.5 - 29.4%],0.1608,0.03,novel
inter,AM35-8,GCA_000701625,20.5,[18.3 - 22.9%],0.2142,0,novel
inter,AM35-8,GCA_000701645,19.3,[17.1 - 21.6%],0.2283,0,novel
inter,AM35-8,GCA_002735305,20.2,[18 - 22.6%],0.2172,0,know
inter,AM35-8,GCA_900115355,23.1,[20.8 - 25.5%],0.1898,0,know
inter,AM35-8,GCA_000621605,19.2,[17 - 21.6%],0.2293,0,novel
inter,AM35-8,GCA_000621865,22.9,[20.6 - 25.3%],0.1916,0,novel
inter,AM35-8,GCA_000621905,23,[20.7 - 25.5%],0.1903,0,novel
inter,AM35-8,GCA_000621945,20.1,[17.9 - 22.5%],0.2191,0,know
inter,AM35-8,GCA_000621985,21.9,[19.6 - 24.3%],0.2002,0,novel
inter,AM35-8,GCA_000622025,28,[25.6 - 30.5%],0.1539,0.04,novel
inter,AM35-8,GCA_000622085,20.7,[18.5 - 23.1%],0.2121,0,know
inter,AM35-8,GCA_000702525,21.8,[19.6 - 24.3%],0.2008,0,novel
inter,AM35-8,GCA_000424545,23.6,[21.3 - 26.1%],0.1853,0,novel
inter,AM35-8,GCA_000424585,17.5,[15.3 - 19.8%],0.2517,0,novel
inter,AM35-8,GCA_000513555,19.8,[17.6 - 22.2%],0.2225,0,novel
inter,AM35-8,GCA_000526995,20.5,[18.3 - 22.9%],0.2144,0,know
inter,AM35-8,GCA_000621405,24.2,[21.9 - 26.6%],0.1806,0.01,novel
inter,AM35-8,GCA_000621425,20.9,[18.7 - 23.3%],0.21,0,novel
inter,AM35-8,GCA_000621565,26.2,[23.8 - 28.6%],0.1658,0.02,novel
inter,AM35-8,GCA_900102515,20.1,[17.9 - 22.5%],0.2184,0,novel
inter,AM35-8,GCA_000424305,23.5,[21.2 - 25.9%],0.1863,0,know
inter,AM35-8,GCA_000424325,23.6,[21.3 - 26.1%],0.1849,0,know
inter,AM35-8,GCA_000424345,32.2,[29.8 - 34.7%],0.1306,0.25,know
inter,AM35-8,GCA_000424365,21,[18.8 - 23.4%],0.209,0,novel
inter,AM35-8,GCA_000424385,19.5,[17.3 - 21.8%],0.226,0,novel
inter,AM35-8,GCA_000424445,19.4,[17.3 - 21.8%],0.226,0,novel
inter,AM35-8,GCA_000686965,22.4,[20.2 - 24.9%],0.1953,0,know
inter,AM35-8,GCA_000423925,18.9,[16.7 - 21.3%],0.2328,0,novel
inter,AM35-8,GCA_000424005,19.1,[16.9 - 21.5%],0.2305,0,know
inter,AM35-8,GCA_000424105,21.4,[19.2 - 23.9%],0.2048,0,know
inter,AM35-8,GCA_000424125,21.1,[18.9 - 23.5%],0.2081,0,novel
inter,AM35-8,GCA_000424145,20.7,[18.4 - 23.1%],0.2127,0,novel
inter,AM35-8,GCA_000424265,23.1,[20.8 - 25.6%],0.1894,0,novel
inter,AM35-8,GCA_000424285,22.3,[20 - 24.7%],0.1966,0,novel
inter,AM35-8,GCA_000420865,23.9,[21.6 - 26.4%],0.1824,0,novel
inter,AM35-8,GCA_000420925,18.3,[16.1 - 20.6%],0.2406,0,novel
inter,AM35-8,GCA_000420945,18.6,[16.5 - 21%],0.236,0,novel
inter,AM35-8,GCA_000421045,25,[22.7 - 27.5%],0.1739,0.01,novel
inter,AM35-8,GCA_000423965,20.2,[17.9 - 22.6%],0.218,0,novel
inter,AM35-8,GCA_000622065,26.2,[23.9 - 28.7%],0.1654,0.02,know
inter,AM35-8,GCA_900104155,19.8,[17.6 - 22.2%],0.2225,0,novel
inter,AM35-8,GCA_900111185,20.4,[18.2 - 22.8%],0.2156,0,know
inter,AM35-8,GCA_000403295,23,[20.7 - 25.4%],0.1907,0,novel
inter,AM35-8,GCA_000403315,21.2,[19 - 23.6%],0.2069,0,novel
inter,AM35-8,GCA_000403455,24,[21.6 - 26.4%],0.1823,0,novel
inter,AM35-8,GCA_000403495,26,[23.7 - 28.5%],0.1668,0.02,novel
inter,AM35-8,GCA_000420825,18.6,[16.4 - 20.9%],0.2367,0,novel
inter,AM35-8,GCA_000420845,21.3,[19 - 23.7%],0.2066,0,novel
inter,AM35-8,AM53-7BH,29,[26.6 - 31.5%],0.1476,0.07,know
inter,AM35-8,GCA_000235445,21,[18.8 - 23.4%],0.209,0,know
inter,AM35-8,GCA_000238055,21.8,[19.5 - 24.2%],0.2013,0,know
inter,AM35-8,GCA_000242235,32.3,[29.9 - 34.8%],0.1303,0.26,know
inter,AM35-8,GCA_000287675,25.9,[23.6 - 28.4%],0.1677,0.01,novel
inter,AM35-8,GCA_000296385,44.6,[42 - 47.1%],0.0855,7.54,novel
inter,AM35-8,GCA_000403255,21.8,[19.5 - 24.2%],0.2016,0,novel
inter,AM35-8,GCA_000403275,24.3,[22 - 26.8%],0.1795,0.01,novel
inter,AM35-8,GCA_003862485,28.2,[25.8 - 30.6%],0.1528,0.05,know
inter,AM35-8,GCA_003885045,19.6,[17.4 - 22%],0.2239,0,know
inter,AM35-8,AF33-12,34.4,[32 - 36.9%],0.1208,0.54,know
inter,AM35-8,AF60-20pH9A,33.1,[30.7 - 35.6%],0.1264,0.35,know
inter,AM35-8,AM40-2BH,25.8,[23.4 - 28.3%],0.1685,0.01,know
inter,AM35-8,AM94-10pH9A,29.9,[27.5 - 32.4%],0.1425,0.1,novel
inter,AM35-8,GCA_000178835,27.3,[24.9 - 29.8%],0.1582,0.03,know
inter,AM35-8,GCA_000185385,31.6,[29.2 - 34.1%],0.134,0.2,know
inter,AM35-8,GCA_000209815,23.4,[21.1 - 25.8%],0.1872,0,know
inter,AM35-8,GCA_000218425,22.4,[20.2 - 24.9%],0.1953,0,know
inter,AM35-8,GCA_000238075,21.6,[19.3 - 24%],0.2033,0,know
inter,AM35-8,GCA_002222595,35.2,[32.7 - 37.7%],0.1175,0.69,know
inter,AM35-8,GCA_003402615,26.6,[24.2 - 29.1%],0.1629,0.02,know
inter,AM35-8,GCA_900107245,26.3,[24 - 28.8%],0.1648,0.02,know
inter,AM35-8,GCA_900107545,23.9,[21.6 - 26.4%],0.1826,0,novel
inter,AM35-8,GCA_900107575,19.3,[17.1 - 21.7%],0.228,0,novel
inter,AM35-8,GCA_900108105,18.9,[16.8 - 21.3%],0.2322,0,novel
inter,AM35-8,GCA_900110635,19.5,[17.3 - 21.9%],0.2254,0,novel
inter,AM35-8,GCA_900110975,21.8,[19.6 - 24.3%],0.2009,0,novel
inter,AM35-8,GCA_900112085,23,[20.7 - 25.5%],0.1901,0,know
inter,AM35-8,GCA_900112195,21.4,[19.2 - 23.9%],0.2048,0,novel
inter,AM35-8,GCA_900086725,27.6,[25.2 - 30.1%],0.1564,0.04,know
inter,AM35-8,GCA_900095725,26.2,[23.9 - 28.7%],0.1655,0.02,novel
inter,AM35-8,GCA_900096945,20.8,[18.5 - 23.2%],0.2114,0,know
inter,AM35-8,GCA_900100245,20.6,[18.4 - 23%],0.2135,0,novel
inter,AM35-8,GCA_900100545,23.9,[21.6 - 26.3%],0.183,0,novel
inter,AM35-8,GCA_900100895,22.4,[20.1 - 24.8%],0.1958,0,novel
inter,AM35-8,GCA_900101605,23.1,[20.8 - 25.6%],0.1891,0,know
inter,AM35-8,GCA_900102065,18.7,[16.6 - 21.1%],0.2346,0,novel
inter,AM35-8,GCA_900106615,19.2,[17 - 21.6%],0.2289,0,novel
inter,AM35-8,AF51-26b1,35.6,[33.2 - 38.1%],0.1156,0.8,novel
inter,AM35-8,GCA_016900515,22.7,[20.4 - 25.1%],0.1934,0,know
